pv_situacion_credito;CLASE;ENTE
3;1;168862.0
3;1;303782.0
3;1;86828.0
3;1;64284.0
3;1;578760.0
3;1;209769.0
3;1;568018.0
3;1;103109.0
3;1;718991.0
3;1;213924.0
3;1;437071.0
3;1;246562.0
3;1;341426.0
3;2;5013428.0
3;2;1789177.0
3;1;2213438.0
3;1;1480618.0
3;1;235011.0
3;1;391649.0
3;1;245353.0
3;2;1652588.0
3;1;700819.0
3;1;406362.0
3;1;567188.0
3;1;2238077.0
3;1;412350.0
3;1;258005.0
3;1;126317.0
3;1;291938.0
3;1;96652.0
3;1;68565.0
3;1;150071.0
3;1;432710.0
3;1;146426.0
3;1;241285.0
3;1;134174.0
3;1;138580.0
3;1;876099.0
3;1;705942.0
3;1;473509.0
3;1;212214.0
3;1;29126.0
3;1;245256.0
3;1;34469.0
3;1;158084.0
3;1;109292.0
3;1;86216.0
3;1;101679.0
3;1;254625.0
3;1;116441.0
3;1;494290.0
3;1;79505.0
3;1;222711.0
3;1;94240.0
3;1;209609.0
3;1;1314373.0
3;1;300166.0
3;1;665956.0
3;1;540474.0
3;1;3743154.0
3;1;73741.0
3;1;2528250.0
3;1;133232.0
3;1;3388562.0
3;1;812798.0
3;1;364475.0
3;1;99850.0
3;1;343382.0
3;1;281644.0
3;1;143063.0
3;1;60123.0
3;1;174708.0
3;2;4449460.0
3;1;194069.0
3;1;43469.0
3;1;438035.0
3;1;406995.0
3;1;569366.0
3;1;4297211.0
3;1;177298.0
3;1;199721.0
3;1;304016.0
3;1;263089.0
3;2;1312417.0
3;1;201152.0
3;1;76888.0
3;1;194133.0
3;1;1957207.0
3;1;2950908.0
3;1;231626.0
3;1;278742.0
3;1;244869.0
3;1;204081.0
3;1;305166.0
3;1;263525.0
3;1;301720.0
3;1;259667.0
3;1;213154.0
3;1;171978.0
3;1;255165.0
3;1;817124.0
3;1;141039.0
3;1;38799.0
3;1;83109.0
3;1;631615.0
3;1;481466.0
3;1;3825094.0
3;2;685351.0
3;1;576845.0
3;1;272521.0
3;1;3997461.0
3;2;4932021.0
3;1;420445.0
3;1;117466.0
3;1;2145264.0
3;1;80479.0
3;1;346355.0
3;1;504471.0
3;1;155749.0
3;1;2331189.0
3;1;350634.0
3;1;94177.0
3;1;78527.0
3;1;276854.0
3;1;356646.0
3;1;300183.0
3;1;14076.0
3;1;225546.0
3;1;90156.0
3;1;2546047.0
3;1;180224.0
3;1;904526.0
3;1;1824933.0
3;1;849568.0
3;1;1897836.0
3;1;3937874.0
3;1;60143.0
3;1;213733.0
3;1;225162.0
3;1;267624.0
3;1;270072.0
3;1;683424.0
3;1;209682.0
3;1;289544.0
3;1;354334.0
3;1;222214.0
3;1;43135.0
3;1;714717.0
3;1;243533.0
3;1;897518.0
3;1;156104.0
3;1;731015.0
3;1;92242.0
3;1;635909.0
3;1;187837.0
3;1;62506.0
3;1;68078.0
3;1;352592.0
3;1;223597.0
3;1;155795.0
3;1;150586.0
3;1;125568.0
3;1;208248.0
3;1;153789.0
3;1;91614.0
3;1;55143.0
3;1;200704.0
3;1;338319.0
3;1;286986.0
3;1;94320.0
3;1;5792137.0
3;1;4332028.0
3;1;390041.0
3;1;5540285.0
3;1;502802.0
3;1;138589.0
3;1;283028.0
3;1;131100.0
3;1;273134.0
3;1;2028886.0
3;1;55819.0
3;1;74126.0
3;1;212941.0
3;1;223653.0
3;1;3775346.0
3;1;153319.0
3;1;2569835.0
3;1;599633.0
3;1;233166.0
3;1;1471785.0
3;1;631164.0
3;1;300438.0
3;1;195494.0
3;1;24298.0
3;1;125650.0
3;1;367535.0
3;1;892455.0
3;1;600083.0
3;1;100503.0
3;1;683260.0
3;1;206053.0
3;1;177853.0
3;1;65031.0
3;1;235714.0
3;1;234933.0
3;1;1461653.0
3;1;150167.0
3;1;83034.0
3;1;299841.0
3;1;379958.0
3;1;1404179.0
3;1;520303.0
3;1;300897.0
3;1;264702.0
3;1;50993.0
3;1;220512.0
3;1;1756412.0
3;1;153382.0
3;1;1378063.0
3;1;278050.0
3;1;102745.0
3;1;65207.0
3;1;257242.0
3;1;271895.0
3;1;1708193.0
3;1;1927238.0
3;1;1318158.0
3;2;4582698.0
3;1;6136724.0
3;1;374501.0
3;1;609052.0
3;1;137730.0
3;1;55827.0
3;1;66002.0
3;1;59648.0
3;1;76674.0
3;1;86790.0
3;1;495516.0
3;1;821965.0
3;1;895527.0
3;1;196784.0
3;1;55311.0
3;1;124762.0
3;1;258928.0
3;1;414625.0
3;1;289847.0
3;1;195267.0
3;1;3934491.0
3;1;303554.0
3;1;420175.0
3;1;181181.0
3;1;117355.0
3;1;48715.0
3;1;908011.0
3;1;410095.0
3;1;134957.0
3;1;768635.0
3;1;762833.0
3;1;1133311.0
3;1;283809.0
3;1;1480227.0
3;1;898822.0
3;1;303376.0
3;1;2870173.0
3;1;238641.0
3;1;651039.0
3;1;358976.0
3;1;684514.0
3;1;273821.0
3;1;68006.0
3;1;2358696.0
3;1;261487.0
3;1;76498.0
3;1;1785666.0
3;1;688031.0
3;1;131746.0
3;1;724119.0
3;1;1289874.0
3;1;3073142.0
3;1;483997.0
3;1;524239.0
3;1;145368.0
3;1;132124.0
3;1;554256.0
3;1;824977.0
3;1;41901.0
3;1;456009.0
3;1;302865.0
3;1;754681.0
3;1;841500.0
3;1;518487.0
3;1;686287.0
3;1;241565.0
3;1;218771.0
3;1;489706.0
3;1;2807395.0
3;1;254784.0
3;1;217681.0
3;1;229145.0
3;1;62475.0
3;1;1371070.0
3;1;283170.0
3;1;445421.0
3;1;2226338.0
3;1;189602.0
3;1;2172018.0
3;1;226098.0
3;1;569188.0
3;1;223970.0
3;1;149488.0
3;1;692261.0
3;1;541141.0
3;1;455180.0
3;1;655648.0
3;1;186231.0
3;1;133581.0
3;1;158184.0
3;1;4011237.0
3;1;394992.0
3;1;262871.0
3;2;846752.0
3;1;789730.0
3;1;617781.0
3;1;115252.0
3;1;57211.0
3;1;482338.0
3;1;1163721.0
3;1;181057.0
3;2;4864491.0
3;1;245301.0
3;1;129599.0
3;1;100650.0
3;1;172676.0
3;1;73953.0
3;1;255546.0
3;1;150769.0
3;1;227461.0
3;1;189492.0
3;1;2075034.0
3;1;592424.0
3;1;164016.0
3;1;1006327.0
3;1;300248.0
3;1;668896.0
3;1;58650.0
3;1;206114.0
3;1;340817.0
3;1;250745.0
3;1;508828.0
3;1;268873.0
3;1;392115.0
3;1;216442.0
3;1;188524.0
3;1;115082.0
3;1;188605.0
3;1;350963.0
3;1;415764.0
3;1;875609.0
3;1;487183.0
3;1;128532.0
3;1;274854.0
3;1;580638.0
3;1;303385.0
3;1;259851.0
3;1;268640.0
3;1;498724.0
3;1;707472.0
3;1;395431.0
3;1;162279.0
3;1;3546587.0
3;1;437241.0
3;1;2096867.0
3;1;268071.0
3;1;260063.0
3;2;3413671.0
3;1;777176.0
3;1;156640.0
3;1;618432.0
3;1;170868.0
3;1;1365024.0
3;1;301199.0
3;1;107533.0
3;1;215412.0
3;1;96371.0
3;1;106364.0
3;1;105676.0
3;1;179028.0
3;1;96956.0
3;1;705914.0
3;1;831835.0
3;1;189326.0
3;1;431705.0
3;1;265065.0
3;1;243168.0
3;1;216731.0
3;1;108259.0
3;2;5343036.0
3;1;910932.0
3;1;98404.0
3;1;777524.0
3;2;3787606.0
3;1;195499.0
3;1;2799416.0
3;1;146824.0
3;1;260501.0
3;1;523355.0
3;2;699956.0
3;1;173626.0
3;1;606234.0
3;1;425750.0
3;1;151496.0
3;1;177998.0
3;1;365495.0
3;1;199132.0
3;1;1119750.0
3;1;173410.0
3;1;538847.0
3;1;385307.0
3;1;64426.0
3;1;229994.0
3;1;230908.0
3;2;6286266.0
3;1;240899.0
3;1;202294.0
3;1;272595.0
3;2;2100614.0
3;1;1393233.0
3;1;245822.0
3;1;259800.0
3;1;31276.0
3;1;83384.0
3;1;602789.0
3;1;409241.0
3;1;452792.0
3;1;194897.0
3;1;259970.0
3;1;137781.0
3;1;654741.0
3;1;157408.0
3;1;404807.0
3;1;3439183.0
3;1;49293.0
3;1;288699.0
3;1;155873.0
3;1;10858717.0
3;1;1499369.0
3;1;1291110.0
3;1;179932.0
3;1;253539.0
3;1;432639.0
3;1;665347.0
3;1;255813.0
3;1;210082.0
3;1;6916207.0
3;1;95136.0
3;2;1796023.0
3;1;171792.0
3;1;3437348.0
3;1;1511268.0
3;1;195556.0
3;1;507541.0
3;1;2021876.0
3;1;513381.0
3;1;197400.0
3;1;555129.0
3;2;5010972.0
3;1;508134.0
3;1;256091.0
3;1;374819.0
3;1;430798.0
3;1;45167.0
3;1;184810.0
3;1;519505.0
3;1;285565.0
3;1;589321.0
3;1;179570.0
3;1;123133.0
3;1;172690.0
3;1;788684.0
3;1;1592472.0
3;1;388749.0
3;1;5293092.0
3;1;191341.0
3;1;100001.0
3;1;93193.0
3;1;304267.0
3;1;1308668.0
3;1;36601.0
3;1;105337.0
3;1;54637.0
3;1;253913.0
3;1;183117.0
3;1;163200.0
3;1;114940.0
3;1;529668.0
3;1;209535.0
3;1;60088.0
3;1;48286.0
3;1;281627.0
3;1;257044.0
3;1;137207.0
3;1;354760.0
3;1;356172.0
3;1;4938192.0
3;1;635959.0
3;1;197889.0
3;1;62821.0
3;1;173408.0
3;1;241446.0
3;1;464260.0
3;1;391812.0
3;1;3868861.0
3;1;276694.0
3;1;554130.0
3;1;299589.0
3;1;2587970.0
3;1;287678.0
3;1;588465.0
3;1;223942.0
3;1;153814.0
3;1;301626.0
3;1;282557.0
3;1;296233.0
3;1;36567.0
3;2;244287.0
3;1;266589.0
3;1;1458966.0
3;1;2492415.0
3;1;287173.0
3;1;304364.0
3;1;269861.0
3;1;597013.0
3;1;280188.0
3;1;110212.0
3;1;410640.0
3;1;578982.0
3;1;135584.0
3;1;367205.0
3;1;46503.0
3;1;1314268.0
3;1;883460.0
3;1;238739.0
3;1;552371.0
3;1;258318.0
3;1;654329.0
3;1;63862.0
3;1;188371.0
3;1;249074.0
3;1;351147.0
3;1;54400.0
3;1;42372.0
3;1;272247.0
3;1;173313.0
3;2;6100071.0
3;1;139754.0
3;1;3962989.0
3;1;11735.0
3;1;217149.0
3;1;754071.0
3;1;150387.0
3;1;682288.0
3;1;289424.0
3;1;287195.0
3;1;205373.0
3;2;3637804.0
3;1;70426.0
3;1;2336694.0
3;1;617342.0
3;1;195386.0
3;1;57712.0
3;1;255492.0
3;1;600842.0
3;1;449020.0
3;1;1255561.0
3;1;202275.0
3;1;186595.0
3;1;138379.0
3;1;224199.0
3;1;319271.0
3;1;1674912.0
3;1;3119531.0
3;1;120656.0
3;1;685047.0
3;1;140565.0
3;1;258733.0
3;1;525666.0
3;1;1868561.0
3;1;202675.0
3;1;437475.0
3;1;56629.0
3;1;282142.0
3;1;681613.0
3;1;142342.0
3;1;418724.0
3;1;299820.0
3;1;506370.0
3;1;396601.0
3;2;1880674.0
3;1;2232275.0
3;1;630793.0
3;1;202034.0
3;1;406825.0
3;1;469090.0
3;1;377413.0
3;1;26626.0
3;1;494485.0
3;1;43449.0
3;1;1351400.0
3;1;336397.0
3;1;98129.0
3;1;148420.0
3;1;924997.0
3;2;599374.0
3;1;107486.0
3;1;608482.0
3;1;1314078.0
3;1;351415.0
3;2;774189.0
3;1;254415.0
3;1;20784.0
3;1;302890.0
3;1;517823.0
3;1;742710.0
3;1;231413.0
3;1;173919.0
3;1;434589.0
3;1;298254.0
3;1;283965.0
3;1;508669.0
3;1;106374.0
3;1;213357.0
3;1;435460.0
3;1;351179.0
3;1;74130.0
3;1;358894.0
3;2;417097.0
3;1;405693.0
3;1;105375.0
3;1;286559.0
3;1;52172.0
3;1;583402.0
3;1;210176.0
3;1;743469.0
3;1;243028.0
3;1;241745.0
3;1;252130.0
3;1;3988251.0
3;1;83583.0
3;1;177642.0
3;1;148343.0
3;1;507644.0
3;1;2871125.0
3;1;2309667.0
3;1;268617.0
3;1;236216.0
3;1;211384.0
3;2;2504614.0
3;1;93576.0
3;1;684282.0
3;2;671219.0
3;1;229610.0
3;1;41781.0
3;1;43254.0
3;1;70760.0
3;2;3836252.0
3;1;496345.0
3;1;381462.0
3;1;187793.0
3;1;303234.0
3;1;162233.0
3;1;301551.0
3;1;567284.0
3;1;305134.0
3;1;141850.0
3;1;1890147.0
3;1;274054.0
3;1;238253.0
3;1;179547.0
3;1;76945.0
3;1;185057.0
3;1;106369.0
3;1;51550.0
3;1;280128.0
3;1;62163.0
3;1;84824.0
3;1;768335.0
