pv_situacion_credito;CLASE;ENTE
3;1;114401.0
3;1;203624.0
3;1;1050548.0
3;1;260158.0
3;2;720084.0
3;1;213085.0
3;1;105568.0
3;1;356695.0
3;1;194982.0
3;1;129304.0
3;1;534695.0
3;1;1632082.0
3;1;948522.0
3;1;609985.0
3;1;713785.0
3;1;2392578.0
3;2;6298547.0
3;1;69308.0
3;1;77599.0
3;1;795208.0
3;1;121164.0
3;1;171867.0
3;2;168083.0
3;1;3914523.0
3;1;180190.0
3;1;67438.0
3;1;194266.0
3;1;401700.0
3;1;356689.0
3;1;243434.0
3;1;359958.0
3;1;778600.0
3;1;712186.0
3;1;103860.0
3;1;35030.0
3;1;606350.0
3;2;1339672.0
3;1;433820.0
3;1;309277.0
3;1;1699600.0
3;1;374081.0
3;1;3053238.0
3;1;229199.0
3;1;168747.0
3;1;236709.0
3;1;894860.0
3;1;125342.0
3;1;222307.0
3;1;285856.0
3;1;106921.0
3;1;107512.0
3;1;2588236.0
3;1;688110.0
3;1;83349.0
3;1;273959.0
3;1;621103.0
3;1;914112.0
3;1;123160.0
3;1;2414550.0
3;1;624641.0
3;1;142869.0
3;1;724156.0
3;1;262286.0
3;1;118597.0
3;1;395343.0
3;1;329454.0
3;1;64942.0
3;1;545756.0
3;1;87019.0
3;1;195042.0
3;1;80305.0
3;1;695970.0
3;1;75822.0
3;1;300274.0
3;1;276777.0
3;1;895780.0
3;1;301018.0
3;1;433993.0
3;1;573929.0
3;1;101670.0
3;1;119483.0
3;1;813840.0
3;1;163643.0
3;1;3172140.0
3;1;154913.0
3;1;448457.0
3;1;302981.0
3;1;92075.0
3;1;529386.0
3;1;446252.0
3;1;4517038.0
3;1;173244.0
3;1;619652.0
3;1;83837.0
3;1;174093.0
3;2;3669476.0
3;2;4087781.0
3;1;290472.0
3;1;44243.0
3;1;565315.0
3;1;300979.0
3;1;682460.0
3;1;274708.0
3;1;858333.0
3;1;557121.0
3;1;292558.0
3;1;220113.0
3;1;335223.0
3;1;227244.0
3;1;251120.0
3;1;980984.0
3;1;349748.0
3;1;810590.0
3;1;192501.0
3;1;174975.0
3;1;283130.0
3;1;213471.0
3;1;213161.0
3;1;294671.0
3;1;3789010.0
3;1;296772.0
3;1;526978.0
3;1;120778.0
3;1;159617.0
3;1;293318.0
3;1;168179.0
3;1;200383.0
3;1;525041.0
3;1;154165.0
3;1;180285.0
3;1;78196.0
3;1;1557051.0
3;1;558927.0
3;1;764295.0
3;1;136357.0
3;1;4094418.0
3;1;598195.0
3;2;2186978.0
3;1;139619.0
3;1;4228404.0
3;1;2009958.0
3;1;273239.0
3;1;847875.0
3;1;4232558.0
3;1;268848.0
3;1;300055.0
3;1;255303.0
3;1;167487.0
3;1;4980045.0
3;1;164450.0
3;1;188549.0
3;1;282635.0
3;1;239102.0
3;1;218315.0
3;1;676385.0
3;2;3034124.0
3;1;179420.0
3;1;688245.0
3;1;659673.0
3;1;101043.0
3;1;510168.0
3;1;680744.0
3;1;3819664.0
3;1;229104.0
3;1;208130.0
3;1;181377.0
3;1;301770.0
3;1;65916.0
3;1;281137.0
3;1;591617.0
3;1;546360.0
3;1;38114.0
3;1;636364.0
3;1;2625115.0
3;1;203176.0
3;1;4684726.0
3;1;323582.0
3;1;1247590.0
3;2;5697019.0
3;1;342623.0
3;1;244357.0
3;1;1654504.0
3;1;192797.0
3;1;397718.0
3;1;305315.0
3;2;2169549.0
3;1;872245.0
3;1;98727.0
3;1;480082.0
3;1;182565.0
3;1;89100.0
3;1;368501.0
3;1;846058.0
3;1;194552.0
3;1;244976.0
3;2;4052653.0
3;1;1024440.0
3;1;4863528.0
3;1;749623.0
3;1;648767.0
3;1;1589306.0
3;1;278529.0
3;1;124857.0
3;1;257303.0
3;2;3555179.0
3;1;63731.0
3;1;216797.0
3;2;899197.0
3;1;279604.0
3;1;142490.0
3;1;525305.0
3;1;87499.0
3;1;69174.0
3;1;385119.0
3;1;506956.0
3;1;808188.0
3;1;188401.0
3;1;255875.0
3;2;6719051.0
3;1;54337.0
3;1;516514.0
3;1;100981.0
3;1;6047573.0
3;1;389036.0
3;2;1271226.0
3;2;4040222.0
3;1;223231.0
3;1;195802.0
3;1;2555767.0
3;1;3153163.0
3;1;37618.0
3;1;507362.0
3;1;178794.0
3;1;1005043.0
3;1;546841.0
3;1;238008.0
3;2;6289696.0
3;1;46719.0
3;2;1847071.0
3;1;178305.0
3;1;291442.0
3;1;220095.0
3;1;76057.0
3;1;304577.0
3;1;605804.0
3;1;118522.0
3;1;3941575.0
3;1;229781.0
3;1;109721.0
3;1;152613.0
3;1;189667.0
3;1;164961.0
3;1;290609.0
3;1;122358.0
3;1;290852.0
3;1;193693.0
3;1;1474246.0
3;1;3891570.0
3;1;196746.0
3;1;73390.0
3;1;256604.0
3;1;159643.0
3;1;300477.0
3;1;154506.0
3;1;510746.0
3;1;79785.0
3;1;3652371.0
3;1;108881.0
3;1;538566.0
3;1;156107.0
3;2;5222531.0
3;1;62545.0
3;1;115412.0
3;1;4512045.0
3;1;209554.0
3;1;77111.0
3;1;237996.0
3;1;64891.0
3;1;251251.0
3;1;2344409.0
3;1;213173.0
3;1;59276.0
3;1;351865.0
3;1;356156.0
3;1;349797.0
3;1;2399937.0
3;1;291121.0
3;2;1281741.0
3;1;614903.0
3;1;5202245.0
3;1;546080.0
3;1;175070.0
3;1;229107.0
3;1;96908.0
3;1;892297.0
3;2;724983.0
3;1;3258564.0
3;1;543865.0
3;1;65557.0
3;1;178953.0
3;1;190655.0
3;1;207004.0
3;1;185590.0
3;1;1586376.0
3;1;388633.0
3;1;696737.0
3;1;419077.0
3;1;247669.0
3;1;143726.0
3;1;573750.0
3;1;693735.0
3;1;347956.0
3;1;381421.0
3;1;2434609.0
3;1;122568.0
3;1;233588.0
3;1;4240457.0
3;1;4306577.0
3;1;489401.0
3;1;373481.0
3;1;479261.0
3;1;580208.0
3;1;105316.0
3;1;436685.0
3;1;700686.0
3;1;144623.0
3;1;288976.0
3;1;1937238.0
3;1;362124.0
3;1;4605304.0
3;1;183337.0
3;2;6909372.0
3;1;484046.0
3;1;3388006.0
3;1;293066.0
3;1;6541408.0
3;1;483912.0
3;1;2149884.0
3;1;106325.0
3;1;596964.0
3;1;1678052.0
3;1;298619.0
3;1;163065.0
3;1;88822.0
3;1;223203.0
3;1;717998.0
3;1;134585.0
3;1;686088.0
3;1;262214.0
3;1;121890.0
3;1;117112.0
3;1;213311.0
3;1;97403.0
3;1;185378.0
3;1;2066133.0
3;2;2699093.0
3;1;3175631.0
3;1;55127.0
3;1;302514.0
3;1;265255.0
3;1;1351400.0
3;2;2301071.0
3;1;1482706.0
3;1;3059077.0
3;1;241425.0
3;1;212194.0
3;1;146245.0
3;1;345988.0
3;1;63276.0
3;1;226143.0
3;1;6371200.0
3;1;216978.0
3;1;110014.0
3;1;2189573.0
3;1;906128.0
3;1;255924.0
3;1;509184.0
3;2;142067.0
3;1;191081.0
3;1;208273.0
3;1;824741.0
3;1;218794.0
3;1;1904336.0
3;1;600362.0
3;1;258843.0
3;1;73952.0
3;1;1420169.0
3;1;501470.0
3;1;94897.0
3;1;108238.0
3;1;549784.0
3;1;420554.0
3;1;213496.0
3;1;257721.0
3;1;382224.0
3;1;289143.0
3;1;135366.0
3;1;218919.0
3;1;42944.0
3;1;209492.0
3;1;3870706.0
3;1;365605.0
3;2;4141517.0
3;1;43851.0
3;1;638973.0
3;1;206473.0
3;1;267066.0
3;1;522639.0
3;1;302721.0
3;1;77324.0
3;1;347758.0
3;1;2334237.0
3;1;399213.0
3;1;73624.0
3;1;121947.0
3;1;682868.0
3;1;146967.0
3;1;391526.0
3;1;106869.0
3;1;106376.0
3;1;81859.0
3;1;517082.0
3;1;781386.0
3;1;185611.0
3;1;608533.0
3;1;2750572.0
3;1;2478606.0
3;1;827008.0
3;2;2122536.0
3;1;2924208.0
3;1;1672427.0
3;1;515431.0
3;1;293070.0
3;1;151066.0
3;1;89457.0
3;1;888113.0
3;1;4133686.0
3;1;632263.0
3;1;301791.0
3;1;342868.0
3;1;3458981.0
3;1;127486.0
3;1;3696110.0
3;1;410094.0
3;1;112208.0
3;1;1789309.0
3;1;190711.0
